unit	military_group
hkrul_mar_inf_swords	wh3_main_rogue_the_treaty_of_ashshair
hkrul_mar_inf_swords	wh_main_group_empire
hkrul_mar_inf_swords	wh_main_group_empire_reikland
hkrul_mar_inf_swords	wh_main_group_kislev
hkrul_mar_inf_swords	wh_main_group_teb
hkrul_mar_inf_goedendagers	wh2_dlc11_cst_rogue_freebooters_of_port_royale
hkrul_mar_inf_goedendagers	wh2_main_rogue_bernhoffs_brigands
hkrul_mar_inf_goedendagers	wh2_main_rogue_scions_of_tesseninck
hkrul_mar_inf_goedendagers	wh3_main_rogue_alliance_of_order
hkrul_mar_inf_goedendagers	wh3_main_rogue_the_treaty_of_ashshair
hkrul_mar_inf_goedendagers	wh_main_group_empire
hkrul_mar_inf_goedendagers	wh_main_group_empire_reikland
hkrul_mar_inf_goedendagers	wh_main_group_kislev
hkrul_mar_inf_goedendagers	wh_main_group_teb
hkrul_mar_mananns_blades_ror	wh_main_group_empire
hkrul_mar_riverwarden_ror	wh_main_group_empire
hkrul_mar_riverwarden	wh_main_group_empire
hkrul_mar_qual	wh_main_group_empire
hkrul_mar_qual_great	wh_main_group_empire
hkrul_mar_defenders	wh_main_group_empire
hkrul_mar_defenders	wh_main_group_empire_reikland
hkrul_pion	wh_main_group_empire
hkrul_pion	wh_main_group_empire_reikland
hkrul_klumpf	wh_main_group_empire
hkrul_carriers	wh_main_group_empire
hkrul_burgher	wh_main_group_empire
hkrul_mar_handguns	wh_main_group_empire
hkrul_privateers	wh_main_group_empire
hkrul_privateers_dual_swords	wh_main_group_empire
hkrul_klumpf	wh_main_group_empire_reikland
hkrul_carriers	wh_main_group_empire_reikland
hkrul_mar_black_caps	wh_main_group_empire
hkrul_carriers_ror	wh_main_group_empire
hkrul_carriers_ror	wh_main_group_empire_reikland
hkrul_mar_mananns_blades_ror	wh_main_group_empire_reikland
hkrul_mar_riverwarden_ror	wh_main_group_empire_reikland
hkrul_mar_riverwarden	wh_main_group_empire_reikland
hkrul_mar_qual	wh_main_group_empire_reikland
hkrul_mar_qual_great	wh_main_group_empire_reikland
hkrul_burgher	wh_main_group_empire_reikland
hkrul_mar_handguns	wh_main_group_empire_reikland
hkrul_privateers	wh_main_group_empire_reikland
hkrul_privateers_dual_swords	wh_main_group_empire_reikland
hkrul_mar_black_caps	wh_main_group_empire_reikland
hkrul_mar_knights_mariner	wh_main_group_empire
hkrul_mar_knights_mariner	wh_main_group_empire_reikland
hkrul_mar_knights_mariner_fmc	wh_main_group_empire
hkrul_mar_knights_mariner_fmc	wh_main_group_empire_reikland
hkrul_mar_inf_boogschutter	wh3_dlc25_group_elspeth
hkrul_mar_art_scheepskanon	wh3_dlc25_group_elspeth
hkrul_mar_inf_crossbow	wh3_dlc25_group_elspeth
hkrul_mar_inf_greatsword	wh3_dlc25_group_elspeth
hkrul_mar_inf_halberd	wh3_dlc25_group_elspeth
hkrul_mar_inf_handgun	wh3_dlc25_group_elspeth
hkrul_mar_inf_swords	wh3_dlc25_group_elspeth
hkrul_mar_inf_goedendagers	wh3_dlc25_group_elspeth
hkrul_mar_defenders	wh3_dlc25_group_elspeth
hkrul_pion	wh3_dlc25_group_elspeth
hkrul_klumpf	wh3_dlc25_group_elspeth
hkrul_carriers	wh3_dlc25_group_elspeth
hkrul_carriers_ror	wh3_dlc25_group_elspeth
hkrul_mar_mananns_blades_ror	wh3_dlc25_group_elspeth
hkrul_mar_riverwarden_ror	wh3_dlc25_group_elspeth
hkrul_mar_riverwarden	wh3_dlc25_group_elspeth
hkrul_mar_qual	wh3_dlc25_group_elspeth
hkrul_mar_qual_great	wh3_dlc25_group_elspeth
hkrul_burgher	wh3_dlc25_group_elspeth
hkrul_mar_handguns	wh3_dlc25_group_elspeth
hkrul_privateers	wh3_dlc25_group_elspeth
hkrul_privateers_dual_swords	wh3_dlc25_group_elspeth
hkrul_mar_black_caps	wh3_dlc25_group_elspeth
hkrul_mar_knights_mariner	wh3_dlc25_group_elspeth
hkrul_mar_knights_mariner_fmc	wh3_dlc25_group_elspeth
