id	group	priority
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionTombKings	diplomacy_FactionGroup_HE_Princess_&_OtherFactionTombKings	9.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_HE_Princess_&_OtherFactionTombKings_&_Negative	25.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_HE_Princess_&_OtherFactionTombKings_&_Positive	25.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionVamp	diplomacy_FactionGroup_HE_Princess_&_OtherFactionVamp	9.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_HE_Princess_&_OtherFactionVamp_&_Negative	25.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_HE_Princess_&_OtherFactionVamp_&_Positive	25.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionWoodElves	diplomacy_FactionGroup_HE_Princess_&_OtherFactionWoodElves	9.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_HE_Princess_&_OtherFactionWoodElves_&_Negative	25.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_HE_Princess_&_OtherFactionWoodElves_&_Positive	25.0000
diplomacy_FactionGroup_cult_of_manann_faction_&_Positive	diplomacy_FactionGroup_HE_Princess_&_Positive	24.0000
rhox_rogue_spirits_of_stromfel_diplo	rhox_rogue_spirits_of_stromfel_diplo	0.0000
