key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	mom_vortex_key	align_orientation_to_target_unit
hkrul_kislev_buff	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	211299031				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_bret_buff	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	211299032				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_landship_buff	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	211299033				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_bard_music	-1.0000	-1.0000	-1	35.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	211299034				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	150.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true					false
hkrul_elf_shot	30.0000	90.0000	3	0.0000	true	1	0	false	0.0000		true	false	false	200.0000	false	false	0.0000	false	211299035				0.0000	0.0000	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.0000		augment_ranged	wh2_dlc11_spell_deep_spiteful_shot	deep_short	vo_battle_special_ability_generic_response	0.0000	100.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					false
hkrul_elf_buff	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	211299036				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_mar_helm	10.0000	110.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	211299037				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false		invulnerable	false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_ship	6.0000	120.0000	3	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	5.0000	false	211299038			cast_up_long	0.0000	0.0000	wh_abilities_generic_wind	wh_abilities_generic_wind			wh2_dlc11_deep_ghost_ship	0.0000		vortex_wind_ap	wh2_dlc11_spell_deep_ghost_ship	deep_long	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true					false
hkrul_mar_trident	30.0000	90.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	false	211299019				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	72.0000	68.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_shield_manann	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	211299040				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	50.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_mar_rapier	30.0000	90.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	false	211299011				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	72.0000	68.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_payday	30.0000	70.0000	2	0.0000	true	1	0	false	0.0000		true	false	false	100.0000	false	false	0.0000	false	211299012				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_morale	wh_group_item		vo_battle_special_ability_spell_cast_positive	75.0000	75.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					false
hkrul_mar_cleansing	25.0000	110.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	211299013				0.0000	0.0000	wh_abilities_bomb_drop					0.0000		augment_melee_self	wh_group_weapon_blunt		vo_battle_special_ability_spell_cast_negative	200.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_lupo	15.0000	100.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	false	211299014				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	72.0000	68.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_flock	-1.0000	-1.0000	-1	35.0000	true	0	0	false	-1.0000		false	false	false	35.0000	true	false	0.0000	true	211299015				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_speaker	15.0000	100.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	211299016				0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					false
hkrul_mar_smoke	75.0000	90.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	211299017				0.0000	0.0000	wh_abilities_generic_full_hide_no_ring					0.0000		flanking_opportunity	wh_group_unit		vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
