key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_override	ai_usage_template_group	mom_vortex_key	align_orientation_to_target_unit
hkrul_hendrik_letter	10.0000	90.0000	-1	35.0000	true	-1	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	22059553				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000		augment_melee_area	wh3_main_ability_modular		vo_battle_special_ability_generic_response	200.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true		Ice			false
hkrul_hendrik_faith	22.0000	60.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	22055554				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_defense_melee	wh_group_item		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_jk_slippery	25.0000	60.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	22024456				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_hendrik_gold	15.0000	60.0000	3	0.0000	false	0	1	false	0.0000		false	true	false	75.0000	false	false	0.0000	false	22024486				0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_morale	wh_group_unit		vo_battle_special_ability_spell_cast_troll_mither	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	1	false	1.0000		true					false
hkrul_mar_scourge	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	22024476				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_jk_hat	30.0000	70.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	21024456				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_frost_globe	4.0000	90.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	3.0000	false	23024456			cast_up_medium	0.0000	0.0000	wh_abilities_generic_explosion				wh3_main_character_abilities_glacial_blast	0.0000		aoe_centred_on_self	wh3_main_ability_modular	ice_medium	vo_battle_special_ability_spell_cast_negative	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	2	false	1.0000		true	Ice	Ice			false
hkrul_mar_sea_bride_standard	-1.0000	-1.0000	-1	0.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	23022256				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
hkrul_mar_schilder	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	23011157				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_mar_lantern	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	23011158				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	50.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_egmond_amulet	20.0000	100.0000	3	0.0000	false	0	1	true	30.0000		false	true	false	75.0000	false	false	0.0000	false	23011159				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	159.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_army	1	false	1.0000		true					false
hkrul_mar_spell_tzeentch_blue_fire_of_tzeentch	-1.0000	28.0000	-1	0.0000	false	0	0	false	0.0000	wh3_main_spell_tzeentch_blue_fire_of_tzeentch	false	true	false	175.0000	false	false	1.0000	false	237899031			cast_forward_short	5.0000	0.0000	wh_spell_generic_missiles	wh_spell_generic_missiles				0.0000		projectile_single	wh3_main_ability_modular	tzeentch_short	vo_battle_special_ability_spell_cast_negative	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_single	1	false	0.3000		true		Tzeentch			false
hkrul_mar_spell_tzeentch_blue_fire_of_tzeentch_upgraded	-1.0000	28.0000	-1	0.0000	false	0	0	false	0.0000	wh3_main_spell_tzeentch_blue_fire_of_tzeentch_upgraded	false	true	false	175.0000	false	false	1.0000	false	237899032			cast_forward_short	9.0000	0.0000	wh_spell_generic_missiles	wh_spell_generic_missiles				0.5000	wh_main_generic_miscast	projectile_single	wh3_main_ability_modular	tzeentch_short	vo_battle_special_ability_spell_cast_negative	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_single	1	false	0.3000		true		Tzeentch			false
hkrul_mar_spell_tzeentch_treason_of_tzeentch	20.0000	45.0000	-1	35.0000	false	0	-1	true	0.0000		false	false	true	200.0000	false	false	3.0000	false	211299039			cast_up_medium	8.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_morale_area	wh3_main_ability_modular	tzeentch_medium	vo_battle_special_ability_generic_response	75.0000	75.0000				false	true	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true		Tzeentch			false
hkrul_mar_spell_tzeentch_treason_of_tzeentch_upgraded	20.0000	45.0000	-1	35.0000	false	0	-1	true	0.0000		false	false	true	200.0000	false	false	3.0000	false	211299040			cast_up_medium	12.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.5000	wh_main_generic_miscast	hex_morale_area	wh3_main_ability_modular	tzeentch_medium	vo_battle_special_ability_generic_response	75.0000	75.0000				false	true	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	3	false	1.0000		true		Tzeentch			false
hkrul_mar_szeentch_tzeentchs_firestorm	20.0000	51.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	5.0000	false	211299041			cast_up_long	15.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh3_main_spell_tzeentch_tzeentchs_firestorm	0.0000		vortex	wh3_main_ability_modular	tzeentch_long	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false		wh3_main_spell_tzeentch_tzeentchs_firestorm		false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true		Tzeentch			false
hkrul_mar_szeentch_tzeentchs_firestorm_upgraded	20.0000	51.0000	-1	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	5.0000	false	211299042			cast_up_long	20.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh3_main_spell_tzeentch_tzeentchs_firestorm_upgraded	0.5000	wh_main_generic_miscast	vortex	wh3_main_ability_modular	tzeentch_long	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false		wh3_main_spell_tzeentch_tzeentchs_firestorm		false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true		Tzeentch			false
hkrul_egmond_katana	30.0000	70.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	211299043				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_defenders	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	23011157				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	66.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
rhox_mar_army_abilities_flood_trap	8.0000	120.0000	3	0.0000	false	0	0	false	0.0000		false	true	true	100.0000	false	false	5.0000	false	325696495				0.0000	0.0000	wh_army_abilities_generic_wind	wh_army_abilities_generic_wind			wh2_dlc15_army_abilities_flood_trap	0.0000			wh_group_unit	deep_short	vo_battle_special_ability_spell_cast_negative	40.0000	60.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	2	false	1.0000		true					false
hkrul_mar_fooger_backing	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	23022258				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	75.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_mar_egmond_brew	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	23022259				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	85.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_mar_egmond_simca	30.0000	70.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	23022230				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_mar_egmond_rice	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	23022264				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	55.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_carriers_promise_ror	-1.0000	-1.0000	-1	60.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	23022265				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	25.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					false
hkrul_mar_stevedore	20.0000	70.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	21023216				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_defense_melee	wh_group_hero		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_jaan_bribe	15.0000	80.0000	3	0.0000	false	0	1	true	0.0000		false	true	false	75.0000	false	false	0.0000	false	21023233				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	159.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	1	false	1.0000		true					false
hkrul_mar_lockpick	20.0000	100.0000	-1	0.0000	true	0	1	true	0.0000		false	true	false	75.0000	false	false	0.0000	false	21023278				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	159.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	1	false	1.0000		true					false
hkrul_mar_dagger	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	20512278				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	85.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_knot	20.0000	120.0000	-1	0.0000	false	0	1	true	0.0000		false	true	false	50.0000	false	false	0.0000	false	20512279				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	159.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	1	false	1.0000		true					false
hkrul_tales	-1.0000	-1.0000	-1	30.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	20512280				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	25.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					false
hkrul_chains	15.0000	85.0000	2	0.0000	false	0	1	true	0.0000		false	true	false	75.0000	false	false	0.0000	false	20512281				0.0000	0.0000	wh_abilities_generic_debuff_no_ring	wh_abilities_generic_debuff_no_ring				0.0000		hex_melee	wh_group_lord_ability		vo_battle_special_ability_generic_response	159.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	debuff_unit	1	false	1.0000		true					false
hkrul_new_artifact	15.0000	90.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	20512282				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
hkrul_kuypers_ring	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	20512283				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	75.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					false
hkrul_mar_mace	20.0000	75.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	false	20512284				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	72.0000	68.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_army	1	false	1.0000		true					false
hkrul_mar_power_money	18.0000	45.0000	1	-1.0000	false	-1	0	false	45.0000		false	false	false	0.0000	false	false	5.0000	false	232299926				0.0000	0.0000						0.0000		augment_melee_area	wh_group_unit		vo_battle_special_ability_generic_response	160.0000	0.0000				false	false	true	false				false	false	false	false	true			false	false	true	-1.0000	false	buff_unit	1	false	0.0000		true					false
