faction	stance
ovn_mar_house_fooger_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
ovn_mar_house_fooger_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_AMBUSH
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_ASSEMBLE_FLEET
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_CHANNELING
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DEFAULT
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_DOUBLE_TIME
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_LAND_RAID
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MARCH
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_MUSTER
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SEA_RAID
ovn_mar_house_van_den_nijmenk_rebel	MILITARY_FORCE_ACTIVE_STANCE_TYPE_SET_CAMP
ovn_mar_the_wasteland	MILITARY_FORCE_ACTIVE_STANCE_TYPE_FIXED_CAMP
