key	building_level	position_index	icon_name	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military	is_hidden
tech_ovn_mar_stoessel_isle	wh_main_chs_port_ruin	1	wh_main_emp_shipwrights_guild	false	false	"placeholder.tga"	634512318	true	false	false	false
tech_ovn_mar_south_dock_1	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_trade_2	false	false	"placeholder.tga"	634512319	true	false	false	false
tech_ovn_mar_craftsmarket_2	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_trade_1	false	false	"placeholder.tga"	634512320	true	false	false	false
tech_ovn_mar_dead_canal_2	wh_main_chs_port_ruin	1	wh_main_emp_draft_irregulars	false	false	"placeholder.tga"	634512321	true	false	false	false
tech_ovn_mar_north_wall_2	wh_main_chs_port_ruin	1	wh_main_emp_rifled_barrels	false	false	"placeholder.tga"	634512322	true	false	false	false
tech_ovn_mar_dealers_market_1	wh_main_chs_port_ruin	1	wh_main_emp_mass_produced_small_arms_ammunition	false	false	"placeholder.tga"	634512323	true	false	false	false
tech_ovn_mar_nippon_town	wh_main_chs_port_ruin	1	tech_cst_piracy_10	false	false	"placeholder.tga"	634512324	true	false	false	false
tech_ovn_mar_palace_district	wh_main_chs_port_ruin	1	tech_dlc13_emp_elector_counts_2	false	false	"placeholder.tga"	634512325	true	false	false	false
tech_ovn_mar_hightower_isle	wh_main_chs_port_ruin	1	wh_main_emp_imperial_admiralty	false	false	"placeholder.tga"	634512326	true	false	false	false
tech_ovn_mar_luydenhoek_isle	wh_main_chs_port_ruin	1	wh_main_emp_shipwrights_guild	false	false	"placeholder.tga"	634512327	true	false	false	false
tech_ovn_mar_south_dock_2	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_trade_1	false	false	"placeholder.tga"	634512328	true	false	false	false
tech_ovn_mar_craftsmarket_3	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_carpenters	false	false	"placeholder.tga"	634512329	true	false	false	false
tech_ovn_mar_dead_canal_3	wh_main_chs_port_ruin	1	tech_cst_command_09	false	false	"placeholder.tga"	634512330	true	false	false	false
tech_ovn_mar_knife_alley	wh_main_chs_port_ruin	1	tech_cst_command_01	false	false	"placeholder.tga"	634512331	true	false	false	false
tech_ovn_mar_dealers_market_2	wh_main_chs_port_ruin	1	wh_main_dwf_dwarf_treasuries	false	false	"placeholder.tga"	634512332	true	false	false	false
tech_ovn_mar_silk_market	wh_main_chs_port_ruin	1	wh2_dlc13_emp_continuous_production	false	false	"placeholder.tga"	634512333	true	false	false	false
tech_ovn_mar_gold_mound	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_start	false	false	"placeholder.tga"	634512334	true	false	false	false
tech_ovn_mar_dwarfs_hold	wh_main_chs_port_ruin	1	tech_dlc13_emp_diplomacy_1_c	false	false	"placeholder.tga"	634512335	true	false	false	false
tech_ovn_mar_little_moot	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_farm_3	false	false	"placeholder.tga"	634512336	true	false	false	false
tech_ovn_mar_east_wall_1	wh_main_chs_port_ruin	1	wh2_hef_tech_extravagant_murals_2	false	false	"placeholder.tga"	634512337	true	false	false	false
tech_ovn_mar_east_wall_2	wh_main_chs_port_ruin	1	wh2_hef_tech_marble_stockpiles	false	false	"placeholder.tga"	634512338	true	false	false	false
tech_ovn_mar_indic_district	wh_main_chs_port_ruin	1	wh2_hef_tech_spices_trade_contract_with_the_east	false	false	"placeholder.tga"	634512339	true	false	false	false
tech_ovn_mar_luigis_town	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_spears	false	false	"placeholder.tga"	634512340	true	false	false	false
tech_ovn_mar_kislevan_way	wh_main_chs_port_ruin	1	wh_main_emp_state_troop_sergeants	false	false	"placeholder.tga"	634512341	true	false	false	false
tech_ovn_mar_remas_way	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_spears	false	false	"placeholder.tga"	634512342	true	false	false	false
tech_ovn_mar_porters_wall_1	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_farm_2	false	false	"placeholder.tga"	634512343	true	false	false	false
tech_ovn_mar_wine_sack	wh_main_chs_port_ruin	1	tech_dlc13_emp_diplomacy_1_d	false	false	"placeholder.tga"	634512344	true	false	false	false
tech_ovn_mar_rijks_gate_1	wh_main_chs_port_ruin	1	wh2_hef_tech_wood_hardwood_construction	false	false	"placeholder.tga"	634512345	true	false	false	false
tech_ovn_mar_rijks_gate_2	wh_main_chs_port_ruin	1	wh2_hef_tech_iron_great_weapon_forging	false	false	"placeholder.tga"	634512346	true	false	false	false
tech_ovn_mar_rijks_gate_3	wh_main_chs_port_ruin	1	wh2_hef_tech_trade_good_advancement_1	false	false	"placeholder.tga"	634512347	true	false	false	false
tech_ovn_mar_north_miragliano	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_spears	false	false	"placeholder.tga"	634512348	true	false	false	false
tech_ovn_mar_porters_wall_2	wh_main_chs_port_ruin	1	wh_main_emp_merchants_guild	false	false	"placeholder.tga"	634512349	true	false	false	false
tech_ovn_mar_deedesveld	wh_main_chs_port_ruin	1	wh_main_vmp_hexxenacht_sacrifices	false	false	"placeholder.tga"	634512350	true	false	false	false
tech_ovn_mar_heiligdom	wh_main_chs_port_ruin	1	wh2_hef_tech_medicine_elven_healing_salve	false	false	"placeholder.tga"	634512351	true	false	false	false
