id	rank	unit	unit_list_display
353452139	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452140	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452141	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452142	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452143	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452144	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452145	0	wh3_main_ogr_inf_maneaters_0	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452146	0	wh3_main_ogr_inf_maneaters_1	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452147	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452148	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452149	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452150	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452151	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452152	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452153	0	wh3_main_cth_inf_jade_warriors_1	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452154	0	wh3_main_cth_inf_jade_warriors_1	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452155	0	wh3_main_cth_inf_jade_warrior_crossbowmen_1	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452156	0	wh3_main_cth_inf_jade_warrior_crossbowmen_1	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452157	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_cavalry
353452158	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_cavalry
353452159	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_cavalry
353452160	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_cavalry
353452161	0	hkrul_privateers_dual_swords	hkrul_skill_innate_mar_caravan_master_cavalry
353452162	0	hkrul_privateers_dual_swords	hkrul_skill_innate_mar_caravan_master_cavalry
353452163	0	hkrul_mar_cav_rijders	hkrul_skill_innate_mar_caravan_master_cavalry
353452164	0	hkrul_mar_cav_rijders	hkrul_skill_innate_mar_caravan_master_cavalry
353452165	0	hkrul_mar_cav_rijders	hkrul_skill_innate_mar_caravan_master_cavalry
353452166	0	hkrul_mar_cav_rijders	hkrul_skill_innate_mar_caravan_master_cavalry
353452167	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_gunner
353452168	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_gunner
353452169	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_gunner
353452170	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_gunner
353452171	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_gunner
353452172	0	hkrul_privateers_dual_swords	hkrul_skill_innate_mar_caravan_master_gunner
353452173	0	hkrul_privateers_dual_swords	hkrul_skill_innate_mar_caravan_master_gunner
353452174	0	hkrul_mar_inf_handgun	hkrul_skill_innate_mar_caravan_master_gunner
353452175	0	hkrul_mar_inf_handgun	hkrul_skill_innate_mar_caravan_master_gunner
353452176	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_aristocratic
353452178	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_aristocratic
353452179	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_aristocratic
353452180	0	hkrul_mar_inf_greatsword	hkrul_skill_innate_mar_caravan_master_aristocratic
353452181	0	hkrul_mar_inf_greatsword	hkrul_skill_innate_mar_caravan_master_aristocratic
353452182	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_aristocratic
353452183	0	hkrul_mar_inf_crossbow	hkrul_skill_innate_mar_caravan_master_aristocratic
353452184	0	hkrul_mar_inf_crossbow	hkrul_skill_innate_mar_caravan_master_aristocratic
353452185	0	hkrul_mar_inf_crossbow	hkrul_skill_innate_mar_caravan_master_aristocratic
353452188	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452189	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452190	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452191	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452192	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452193	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452194	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452195	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_elf-ally
353452196	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_elf-ally
353452197	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_elf-ally
353452198	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_elf-ally
353452199	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_elf-ally
353452200	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_elf-ally
353452201	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_elf-ally
353452202	0	wh2_main_hef_inf_lothern_sea_guard_1	hkrul_skill_innate_mar_caravan_master_elf-ally
353452203	0	wh2_main_hef_inf_lothern_sea_guard_1	hkrul_skill_innate_mar_caravan_master_elf-ally
353452204	0	wh2_main_hef_inf_lothern_sea_guard_1	hkrul_skill_innate_mar_caravan_master_elf-ally
353452205	0	hkrul_mar_qual_great	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452206	0	hkrul_mar_qual_great	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452207	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452208	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452209	0	wh_main_dwf_inf_longbeards	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452210	0	wh_main_dwf_inf_longbeards	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452211	0	wh_main_dwf_art_organ_gun	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452212	0	hkrul_mar_qual	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452213	0	hkrul_mar_qual	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452214	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452215	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452216	0	wh2_dlc11_cst_inf_sartosa_free_company_0	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452217	0	wh2_dlc11_cst_inf_sartosa_free_company_0	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452218	0	wh3_main_ksl_inf_armoured_kossars_1	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452219	0	wh3_main_ksl_inf_armoured_kossars_1	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452220	0	wh3_main_ksl_inf_streltsi_0	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452221	0	wh3_main_ksl_inf_kossars_0	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452222	0	wh3_main_ksl_inf_kossars_0	hkrul_skill_innate_mar_caravan_master_reformed_criminal
353452223	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452224	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452225	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452226	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452227	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452228	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452229	0	hkrul_mar_sons_of_manann	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452230	0	hkrul_mar_sons_of_manann	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452231	0	hkrul_mar_cleansing_flame	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452232	0	hkrul_mar_inf_goedendagers	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452233	0	hkrul_mar_inf_goedendagers	hkrul_skill_innate_mar_caravan_master_solkan_zealot
353452234	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_bretonnia
353452235	0	hkrul_mar_inf_boogschutter	hkrul_skill_innate_mar_caravan_master_bretonnia
353452236	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_bretonnia
353452237	0	hkrul_burgher	hkrul_skill_innate_mar_caravan_master_bretonnia
353452238	0	wh_main_brt_cav_knights_of_the_realm	hkrul_skill_innate_mar_caravan_master_bretonnia
353452239	0	wh_main_brt_cav_knights_of_the_realm	hkrul_skill_innate_mar_caravan_master_bretonnia
353452240	0	wh_dlc07_brt_cav_knights_errant_0	hkrul_skill_innate_mar_caravan_master_bretonnia
353452241	0	wh_dlc07_brt_cav_knights_errant_0	hkrul_skill_innate_mar_caravan_master_bretonnia
353452242	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_teb
353452243	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_teb
353452244	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_teb
353452245	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_teb
353452246	0	hkrul_mar_inf_crossbow	hkrul_skill_innate_mar_caravan_master_teb
353452247	0	hkrul_mar_inf_crossbow	hkrul_skill_innate_mar_caravan_master_teb
353452248	0	hkrul_mar_inf_crossbow	hkrul_skill_innate_mar_caravan_master_teb
353452249	0	hkrul_mar_inf_crossbow	hkrul_skill_innate_mar_caravan_master_teb
353452250	0	wh_dlc08_nor_inf_marauder_berserkers_0	hkrul_skill_innate_mar_caravan_master_norscan_heritage
353452251	0	hkrul_mar_inf_halberd	hkrul_skill_innate_mar_caravan_master_norscan_heritage
353452252	0	hkrul_mar_inf_crossbow	hkrul_skill_innate_mar_caravan_master_bretonnia
353452253	0	hkrul_mar_qual	hkrul_skill_innate_mar_caravan_master_dwarf-ally
353452254	0	wh3_main_cth_inf_jade_warriors_1	hkrul_skill_innate_mar_caravan_master_eastern-idealist
353452255	0	wh2_main_hef_inf_lothern_sea_guard_1	hkrul_skill_innate_mar_caravan_master_elf-ally
353452256	0	wh3_main_ogr_inf_maneaters_0	hkrul_skill_innate_mar_caravan_master_ogre-ally
353452257	0	wh2_dlc11_cst_inf_sartosa_militia_0	hkrul_skill_innate_mar_caravan_master_manann_zealot
353452258	0	wh_main_vmp_inf_grave_guard_0	hkrul_skill_innate_slaver_innate_1
353452259	0	wh_main_vmp_inf_grave_guard_0	hkrul_skill_innate_slaver_innate_1
353452260	0	wh_main_vmp_inf_grave_guard_0	hkrul_skill_innate_slaver_innate_1
353452261	0	wh_main_vmp_inf_grave_guard_0	hkrul_skill_innate_slaver_innate_1
353452262	0	wh_main_vmp_cav_black_knights_0	hkrul_skill_innate_slaver_innate_1
353452263	0	wh_main_vmp_cav_black_knights_0	hkrul_skill_innate_slaver_innate_1
353452264	0	wh_main_vmp_cav_black_knights_0	hkrul_skill_innate_slaver_innate_1
353452265	0	wh_main_vmp_cav_black_knights_0	hkrul_skill_innate_slaver_innate_1
353452266	0	wh_main_vmp_inf_skeleton_warriors_1	hkrul_skill_innate_slaver_innate_2
353452267	0	wh_main_vmp_inf_skeleton_warriors_1	hkrul_skill_innate_slaver_innate_2
353452268	0	wh_main_vmp_inf_skeleton_warriors_1	hkrul_skill_innate_slaver_innate_2
353452269	0	wh_main_vmp_inf_skeleton_warriors_1	hkrul_skill_innate_slaver_innate_2
353452270	0	wh_dlc04_vmp_veh_mortis_engine_0	hkrul_skill_innate_slaver_innate_2
353452271	0	wh_main_vmp_mon_vargheists	hkrul_skill_innate_slaver_innate_2
353452272	0	wh_main_vmp_mon_vargheists	hkrul_skill_innate_slaver_innate_2
353452273	0	wh_main_vmp_mon_varghulf	hkrul_skill_innate_slaver_innate_2
353452274	0	hkrul_privateers_dual_swords	hkrul_skill_innate_mar_caravan_master_privateer
353452275	0	hkrul_privateers_dual_swords	hkrul_skill_innate_mar_caravan_master_privateer
353452276	0	hkrul_privateers	hkrul_skill_innate_mar_caravan_master_privateer
353452277	0	hkrul_privateers	hkrul_skill_innate_mar_caravan_master_privateer
353452278	0	wh2_dlc11_cst_inf_sartosa_free_company_0	hkrul_skill_innate_mar_caravan_master_privateer
353452279	0	wh2_dlc11_cst_inf_sartosa_militia_0	hkrul_skill_innate_mar_caravan_master_privateer
353452280	0	hkrul_mar_art_scheepskanon	hkrul_skill_innate_mar_caravan_master_privateer
