region	region_group	order
cr_combi_region_ihan_3_3	ovn_dekuypers_network_red_river-busan	3
cr_combi_region_elithis_1_1	ovn_dekuypers_network_malay_sea_tor_elithis	1
cr_combi_region_elithis_1_2	ovn_dekuypers_network_malay_sea_tor_elithis	2
cr_combi_region_elithis_1_3	ovn_dekuypers_network_malay_sea_tor_elithis	3
cr_combi_region_nippon_3_1	ovn_dekuypers_network_south_nippon_sea_palace_of_devine_sun	1
cr_combi_region_nippon_3_2	ovn_dekuypers_network_south_nippon_sea_palace_of_devine_sun	2
cr_combi_region_nippon_3_3	ovn_dekuypers_network_south_nippon_sea_palace_of_devine_sun	3
cr_combi_region_gates_of_calith_1	ovn_dekuypers_network_the_eastern_isles-eastern_calis_sea	1
cr_combi_region_gates_of_calith_2	ovn_dekuypers_network_the_eastern_isles-eastern_calis_sea	2
cr_combi_region_melay	ovn_dekuypers_network_calis_sea-malay_sea	1
cr_combi_region_nippon_3_1	ovn_dekuypers_network_malay_sea-south_nippon_sea	1
cr_combi_region_nippon_3_2	ovn_dekuypers_network_malay_sea-south_nippon_sea	2
cr_combi_region_elithis_1_3	ovn_dekuypers_network_malay_sea-south_nippon_sea	3
cr_combi_region_nippon_2_1	ovn_dekuypers_network_south_nippon_sea-north_nippon_sea	1
cr_combi_region_nippon_2_2	ovn_dekuypers_network_south_nippon_sea-north_nippon_sea	2
cr_combi_region_nippon_2_3	ovn_dekuypers_network_south_nippon_sea-north_nippon_sea	3
cr_combi_region_nippon_2_1	ovn_dekuypers_network_north_nippon_sea-serpent_river	1
cr_combi_region_nippon_2_2	ovn_dekuypers_network_north_nippon_sea-serpent_river	2
wh3_main_combi_region_dai_cheng	ovn_dekuypers_network_north_nippon_sea-serpent_river	3
