variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
hkrul_mar_inf_crossbow		hkrul_mar_inf_crossbow		1.0000	1.0000	0.0500	
hkrul_mar_inf_greatsword		mar_greatswords		1.0000	1.0000	0.0500	
hkrul_mar_inf_halberd		hkrul_mar_inf_halberd		1.0000	1.0000	0.0500	
hkrul_mar_inf_handgun		hkrul_mar_inf_handgun		1.0000	1.0000	0.0500	
hkrul_mar_inf_swords		mar_soldier_sword_shield		1.0000	1.0000	0.0500	
hkrul_mar_inf_goedendagers		hkrul_mar_inf_goedendagers		1.0000	1.0000	0.0500	
hkrul_mar_mananns_blades_ror		hkrul_mar_mananns_blades_ror		1.0000	1.0000	0.0500	
hkrul_mar_riverwarden_ror		hkrul_mar_riverwarden_ror		1.0000	1.0000	0.0500	
hkrul_mar_riverwarden		hkrul_mar_riverwarden		1.0000	1.0000	0.0500	
hkrul_mar_qual		hkrul_mar_qual		1.0000	1.0000	0.0500	
hkrul_mar_qual_great		hkrul_mar_qual_great		1.0000	1.0000	0.0500	
mar_ranged_militia_crossbow		mar_ranged_militia_crossbow		1.0000	1.0000	0.0500	
mar_ranged_militia_handbow		mar_ranged_militia_handbow		1.0000	1.0000	0.0500	
mar_ranged_militia_klovenier		mar_ranged_militia_klovenier		1.0000	1.0000	0.0500	
mar_manann_blades		mar_manann_blades		1.0000	1.0000	0.0500	
mar_soldier_goedendag		mar_soldier_goedendag		1.0000	1.0000	0.0500	
hkrul_alicia		hkrul_alicia		1.0000	1.0500	0.0500	
hkrul_mar_black_caps		mar_black_caps		1.0000	1.0000	0.0500	
mrg_merchant_warhorse_armoured	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	mrg_merchant_warhorse_armoured		1.0000	1.0000	0.0500	
hkrul_mar_knights_cleansing_flame		thm_mar_knights_cleansing_flame_horse		1.0000	1.0000	0.0500	
hkrul_mar_cleansing_flame		thm_mar_knights_cleansing_flame		1.0000	1.0000	0.0500	
hkrul_lisette		hkrul_lisette		1.0000	1.0800	0.0000	
mrg_thm_red_talons_handgunners		mrg_thm_red_talons_handgunners		1.0000	1.0000	0.0500	
mrg_thm_red_talons_bannerman		mrg_thm_red_talons_officer_jacopo		1.0000	1.0000	0.0500	
hkrul_cross		hkrul_cross		1.0000	1.1500	0.0000	
hkrul_fooger_ror		mar_dwarf_ror		1.0000	0.9500	0.0500	
hkrul_mar_campaign_map_ship		campaign_hkrul_mar_ship_light		1.0000	1.0000	0.0000	
hkrul_mar_campaign_map_big_ship		campaign_hkrul_mar_ship_heavy		1.0000	1.0000	0.0000	
hkrul_harb		general_escottus_van_haaring		1.0000	1.0300	0.0500	
hkrul_lector_manann_1		mrg_thm_manann_lectorn1		1.0000	1.1500	0.0500	
hkrul_lector_manann_2		mrg_thm_manann_lectorn2		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest		mar_warrior_priest		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest_altar		mar_warrior_priest_altar		1.0000	1.1500	0.0500	
ovn_mar_warhorse_armoured_war_altar_of_manann		mar_sons_of_manann_warhorse		1.0000	1.0000	0.0500	
ovn_mar_ch_warrior_priest_campaign_01		mar_warrior_priest_campaign_01		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest_campaign_02		mar_warrior_priest_campaign_02		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest_campaign_03		mar_warrior_priest_campaign_03		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest_campaign_04		mar_warrior_priest_campaign_04		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest_campaign_01_altar		mar_warrior_priest_campaign_01_altar		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest_campaign_02_altar		mar_warrior_priest_campaign_02_altar		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest_campaign_03_altar		mar_warrior_priest_campaign_03_altar		1.0000	1.1500	0.0500	
ovn_mar_ch_warrior_priest_campaign_04_altar		mar_warrior_priest_campaign_04_altar		1.0000	1.1500	0.0500	
ovn_campaign_mar_altar_of_manann	art\campaign\chariots\cam_wa1\emp\emp_cam_war_altar\tech	campaign_mar_war_altar_manann		1.0000	1.0000	0.0000	
hkrul_slaver_1		mar_slaver1		1.0000	1.1500	0.0500	
hkrul_slaver_2		mar_slaver2		1.0000	1.1500	0.0500	
hkrul_mar_caravan_master		hrul_mar_caravan_commander		1.0000	1.1700	0.0000	
hkrul_lector_manann		hkrul_lector_manann		1.0000	1.1500	0.0500	
hkrul_slaver		mar_slaver		1.0000	1.1500	0.0500	
ovn_mar_inf_knights_mariner_0		mar_knights_mariner_ror		1.0000	1.0000	0.0500	
