effect	icon	priority	icon_negative	category	is_positive_value_good
ovn_effect_agent_cap_increase_wizard_sea_wizard	wizard.png	102	wizard.png	campaign	true
ovn_effect_agent_recruitment_xp_wizard_sea_wizard	wizard.png	104	wizard.png	campaign	true
ovn_effect_agent_recruitment_xp_wizard_sea_wizard_wave_lord	wizard.png	104	wizard.png	campaign	true
ovn_effect_force_all_campaign_movement_range_sea_only	campaign_movement.png	125	campaign_movement.png	campaign	true
rhox_dauphine_increase_incident_chance	cst_piece_of_eight.png	3	cst_piece_of_eight.png	campaign	true
hkrul_unbreakable_odrall	attribute_unbreakable.png	320	attribute_unbreakable.png	both	true
rhox_dauphine_effect_ability_effect_range_grand_trident	magic_character.png	60	magic_character.png	battle	true
rhox_dauphine_main_effect_ability_effect_range_grand_shield	magic_character.png	60	magic_character.png	battle	true
rhox_dauphine_captain_appear_dummy	captain.png	104	captain.png	campaign	true
rhox_dauphine_captain_appear_dummy2	casualties.png	105	casualties.png	campaign	false
hkrul_recruit_rank_fanatic	experience.png	999	experience.png	campaign	true
hkrul_charge_manann_fanatic	charge.png	999	charge.png	battle	true
hkrul_upkeep_fanatic	military_spending.png	101	military_spending.png	campaign	false
hkrul_missile_resistance_fanatic	resistance_missile.png	582	resistance_missile.png	battle	true
hkrul_speed_fanatic	battle_movement.png	421	battle_movement.png	battle	true
rhox_mar_effect_force_stat_melee_defence_at_sea	defence.png	450	defence.png	battle	true
rhox_mar_effect_force_special_stance_dauphine_dummy	campaign_movement.png	125	campaign_movement.png	campaign	true
hkrul_turns_fanatics_manann	turns.png	150	turns.png	campaign	false
hkrul_arbatt_scales	item_ability.png	300	item_ability.png	battle	true
hkrul_arbatt_trident	item_ability.png	300	item_ability.png	battle	true
