ancillary	effect	effect_scope	value
hkrul_mar_leo	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	20.0000
hkrul_mar_axel	hkrul_mar_warden_rank	character_to_force_own_factionwide	2.0000
hkrul_mar_axel	hkrul_mar_warden	character_to_force_own	8.0000
hkrul_mar_lea	wh2_main_effect_building_construction_time_mod_all	character_to_region_own_provincewide	-10.0000
hkrul_mar_lea	wh_main_effect_building_construction_cost_mod	character_to_region_own	-25.0000
hkrul_mar_loodemans	wh2_main_effect_force_army_campaign_attrition_all_sea_resistance	character_to_force_own_factionwide	-5.0000
hkrul_mar_loodemans	hkrul_mar_thijs_leadership	character_to_force_own	6.0000
hkrul_mar_speaker	wh_main_effect_public_order_characters	character_to_province_own_factionwide	1.0000
hkrul_mar_speaker	wh_main_effect_province_growth_characters	character_to_province_own	20.0000
hkrul_mar_speaker	hkrul_mar_enable_speaker	character_to_character_own	1.0000
hkrul_mar_hong	wh3_main_effect_building_tze_grimoires_mod	faction_to_province_own	30.0000
hkrul_mar_hong	wh3_dlc20_effect_xp_gain_rate_tzeentch_units	character_to_force_own_factionwide	10.0000
hkrul_mar_casanova	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	35.0000
hkrul_mar_casanova	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	20.0000
hkrul_mar_casanova	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	8.0000
hkrul_mar_gruber	wh_main_effect_force_all_campaign_movement_range	character_to_force_own_unseen	15.0000
hkrul_mar_gruber	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	35.0000
hkrul_mar_casino	wh2_main_effect_force_stat_leadership_vs_wood_elves	character_to_force_own	6.0000
hkrul_mar_casino	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-25.0000
hkrul_mar_stevedore	hkrul_mar_enable_stevedore	character_to_character_own	1.0000
hkrul_mar_stevedore	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	10.0000
hkrul_mar_stevedore	wh_main_effect_public_order_characters	character_to_province_own	1.0000
hkrul_mar_roe	hkrul_mar_md_sea	character_to_force_own	5.0000
hkrul_mar_roe	hkrul_mar_roe	character_to_character_own	1.0000
