technology	effect	effect_scope	value
tech_ovn_mar_hightower_isle	wh2_dlc16_effect_line_of_sight_mod_all_regions	faction_to_character_own_unseen	25.0000
tech_ovn_mar_hightower_isle	ovn_effect_agent_recruitment_xp_mar_admiral	faction_to_force_own_unseen	5.0000
tech_ovn_mar_luydenhoek_isle	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own_unseen	5.0000
tech_ovn_mar_luydenhoek_isle	ovn_effect_marienburg_ror_unlock_ahr_riverwardens	faction_to_faction_own_unseen	1.0000
tech_ovn_mar_south_dock_2	wh2_main_effect_building_construction_cost_mod_ports	faction_to_region_own_unseen	-25.0000
tech_ovn_mar_south_dock_2	wh2_main_effect_building_construction_time_mod_ports	faction_to_region_own_unseen	-1.0000
tech_ovn_mar_craftsmarket_3	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	10.0000
tech_ovn_mar_craftsmarket_3	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0000
tech_ovn_mar_dead_canal_3	wh_main_faction_political_diplomacy_mod_technology_vampire_counts	faction_to_faction_own_unseen	10.0000
tech_ovn_mar_dead_canal_3	wh_dlc07_effect_campaign_attrition_vampiric_attrition_casualties	faction_to_force_own	-25.0000
tech_ovn_mar_dead_canal_3	ovn_effect_marienburg_ror_unlock_beholden	faction_to_faction_own_unseen	1.0000
tech_ovn_mar_knife_alley	ovn_effect_tech_diplomacy_bonus_estalia	faction_to_faction_own_unseen	10.0000
tech_ovn_mar_knife_alley	wh_main_effect_force_army_campaign_ambush_defence_success_chance	faction_to_force_own_unseen	10.0000
tech_ovn_mar_dealers_market_2	ovn_effect_marienburg_ror_unlock_golden_horde	faction_to_faction_own_unseen	1.0000
tech_ovn_mar_silk_market	ovn_effect_technology_economy_gdp_mod_industry_marienburg	faction_to_faction_own_unseen	5.0000
tech_ovn_mar_silk_market	ovn_effect_skill_missile_damage_increase_mar_all_blackpowder	faction_to_force_own_unseen	10.0000
tech_ovn_mar_gold_mound	ovn_effect_agent_recruitment_xp_mar_merchant_lord	faction_to_force_own_unseen	10.0000
tech_ovn_mar_dwarfs_hold	wh_main_faction_political_diplomacy_mod_technology_dwarfs	faction_to_faction_own_unseen	10.0000
tech_ovn_mar_dwarfs_hold	ovn_effect_tech_upkeep_decrease_mar_quarrellers_dwarf_warriors	faction_to_force_own_unseen	-25.0000
tech_ovn_mar_little_moot	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	10.0000
tech_ovn_mar_little_moot	wh_main_effect_character_mod_ancillary_drop	faction_to_faction_own_unseen	15.0000
tech_ovn_mar_east_wall_1	ovn_effect_tech_armour_increase_mar_burgers	faction_to_force_own_unseen	15.0000
tech_ovn_mar_east_wall_1	ovn_effect_tech_leadership_increase_mar_burgers	faction_to_force_own_unseen	10.0000
tech_ovn_mar_east_wall_2	ovn_effect_skill_missile_damage_increase_mar_all_artillery_warmachines	faction_to_force_own_unseen	10.0000
tech_ovn_mar_east_wall_2	ovn_effect_tech_range_increase_mar_all_artillery_warmachines	faction_to_force_own_unseen	20.0000
tech_ovn_mar_indic_district	ovn_effect_technology_economy_gdp_mod_livestock_marienburg	faction_to_faction_own_unseen	5.0000
tech_ovn_mar_luigis_town	ovn_effect_tech_diplomacy_bonus_tilea	faction_to_faction_own_unseen	10.0000
tech_ovn_mar_luigis_town	ovn_effect_tech_bonus_vs_large_increase_mar_vaulting_spearmen_burgher_halberds_riverwatch	faction_to_force_own_unseen	5.0000
tech_ovn_mar_kislevan_way	ovn_faction_political_diplomacy_mod_technology_kislev	faction_to_faction_own_unseen	10.0000
tech_ovn_mar_kislevan_way	wh_main_effect_force_army_campaign_attrition_snow_resistance	faction_to_faction_own	-25.0000
tech_ovn_mar_kislevan_way	ovn_effect_marienburg_ror_unlock_golden_pinions	faction_to_faction_own_unseen	1.0000
tech_ovn_mar_remas_way	wh_dlc08_effect_force_stat_leadership_vs_tilea	faction_to_force_own_unseen	5.0000
tech_ovn_mar_remas_way	ovn_effect_tech_weapon_damage_increase_mar_knights_cleansing_flame	faction_to_force_own_unseen	15.0000
tech_ovn_mar_porters_wall_1	wh2_main_effect_building_construction_time_mod_all	faction_to_region_own_unseen	-25.0000
tech_ovn_mar_wine_sack	wh_dlc05_faction_political_diplomacy_mod_technology_bretonnia	faction_to_faction_own_unseen	10.0000
tech_ovn_mar_wine_sack	ovn_effect_tech_movement_speed_increase_mar_all_cavalry	faction_to_force_own_unseen	10.0000
tech_ovn_mar_rijks_gate_1	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	10.0000
tech_ovn_mar_rijks_gate_1	ovn_effect_marienburg_ror_unlock_mananns_blades	faction_to_faction_own_unseen	1.0000
tech_ovn_mar_rijks_gate_2	ovn_effect_tech_temple_construction_cost_mod	faction_to_region_own_unseen	-50.0000
tech_ovn_mar_rijks_gate_3	ovn_effect_tech_upkeep_decrease_mar_ironfist_mortars_griffon_riders	faction_to_force_own_unseen	-20.0000
tech_ovn_mar_rijks_gate_3	ovn_effect_tech_missile_damage_increase_mar_ironfist_mortars	faction_to_force_own_unseen	15.0000
tech_ovn_mar_rijks_gate_3	ovn_effect_tech_charge_bonus_increase_mar_griffon_riders	faction_to_force_own_unseen	10.0000
tech_ovn_mar_north_miragliano	wh2_main_effect_force_stat_leadership_vs_skaven	faction_to_force_own_unseen	8.0000
tech_ovn_mar_north_miragliano	ovn_effect_marienburg_ror_unlock_rat_catchers	faction_to_faction_own_unseen	1.0000
tech_ovn_mar_porters_wall_2	ovn_effect_marienburg_ror_unlock_sons_of_purity	faction_to_faction_own_unseen	1.0000
tech_ovn_mar_deedesveld	wh_main_effect_force_stat_leadership_vs_vampire_counts	faction_to_force_own_unseen	6.0000
tech_ovn_mar_deedesveld	wh_main_effect_force_army_campaign_siege_defend_attrition	faction_to_force_own_unseen	-5.0000
tech_ovn_mar_heiligdom	wh3_main_effect_corruption_reduction_technology	faction_to_faction_own	-1.0000
tech_ovn_mar_heiligdom	wh_main_effect_public_order_tech	faction_to_province_own_unseen	1.0000
