faction_key	unit_key
ovn_mar_house_fooger_rebel	hkrul_mar_knights_griffon
ovn_mar_house_fooger_rebel	hkrul_mar_mortar
ovn_mar_house_fooger_rebel	hkrul_mar_hellstorm
ovn_mar_house_fooger_rebel	hkrul_mar_cleansing_flame
ovn_mar_house_fooger_rebel	hkrul_mar_art_scheepskanon
ovn_mar_house_fooger_rebel	snek_hkrul_mar_landship
ovn_mar_house_van_den_nijmenk_rebel	hkrul_carriers
ovn_mar_house_van_den_nijmenk_rebel	hkrul_burgher
ovn_mar_house_van_den_nijmenk_rebel	hkrul_privateers_dual_swords
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_handguns
ovn_mar_house_van_den_nijmenk_rebel	hkrul_privateers
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_cav_rijders
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_cav_rijders_crossbow
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_sons_of_manann
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_culverin
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_hellblaster
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_knights_griffon
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_mortar
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_hellstorm
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_cleansing_flame
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_inf_boogschutter
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_art_scheepskanon
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_inf_crossbow
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_inf_greatsword
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_inf_halberd
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_inf_handgun
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_inf_swords
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_inf_goedendagers
ovn_mar_house_van_den_nijmenk_rebel	hkrul_mar_riverwarden
ovn_mar_house_van_den_nijmenk_rebel	snek_hkrul_mar_landship
ovn_mar_house_fooger_rebel	hkrul_mar_qual_great
ovn_mar_house_fooger_rebel	hkrul_mar_qual
