key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
tech_rhox_mar_luydenhoek_isle		wh_main_emp_marienburg	10	tech_ovn_mar_luydenhoek_isle	mar_dummy	4	500	0	0			0	0	-200
tech_rhox_mar_south_dock_2		wh_main_emp_marienburg	12	tech_ovn_mar_south_dock_2	mar_dummy	4	500	0	0			0	0	-200
tech_rhox_mar_craftsmarket_3		wh_main_emp_marienburg	13	tech_ovn_mar_craftsmarket_3	mar_dummy	4	500	0	0			0	0	-200
tech_rhox_mar_dead_canal_3		wh_main_emp_marienburg	14	tech_ovn_mar_dead_canal_3	mar_dummy	4	500	0	0			0	0	-200
tech_rhox_mar_knife_alley		wh_main_emp_marienburg	3	tech_ovn_mar_knife_alley	mar_dummy	5	500	0	0			0	0	-200
tech_rhox_mar_dealers_market_2		wh_main_emp_marienburg	4	tech_ovn_mar_dealers_market_2	mar_dummy	5	500	0	0			0	0	-200
tech_rhox_mar_silk_market		wh_main_emp_marienburg	5	tech_ovn_mar_silk_market	mar_dummy	5	500	0	0			0	0	-200
tech_rhox_mar_gold_mound		wh_main_emp_marienburg	6	tech_ovn_mar_gold_mound	mar_dummy	5	500	0	0			0	0	-200
tech_rhox_mar_dwarfs_hold		wh_main_emp_marienburg	12	tech_ovn_mar_dwarfs_hold	mar_dummy	5	500	0	0			0	0	-200
tech_rhox_mar_little_moot		wh_main_emp_marienburg	13	tech_ovn_mar_little_moot	mar_dummy	5	500	0	0			0	0	-200
tech_rhox_mar_east_wall_1		wh_main_emp_marienburg	4	tech_ovn_mar_east_wall_1	mar_dummy	6	500	0	0			0	0	-200
tech_rhox_mar_east_wall_2		wh_main_emp_marienburg	5	tech_ovn_mar_east_wall_2	mar_dummy	6	500	0	0			0	0	-200
tech_rhox_mar_indic_district		wh_main_emp_marienburg	6	tech_ovn_mar_indic_district	mar_dummy	6	500	0	0			0	0	-200
tech_rhox_mar_luigis_town		wh_main_emp_marienburg	7	tech_ovn_mar_luigis_town	mar_dummy	6	500	0	0			0	0	-200
tech_rhox_mar_kislevan_way		wh_main_emp_marienburg	8	tech_ovn_mar_kislevan_way	mar_dummy	6	500	0	0			0	0	-200
tech_rhox_mar_remas_way		wh_main_emp_marienburg	11	tech_ovn_mar_remas_way	mar_dummy	6	500	0	0			0	0	-200
tech_rhox_mar_porters_wall_1		wh_main_emp_marienburg	12	tech_ovn_mar_porters_wall_1	mar_dummy	6	500	0	0			0	0	-200
tech_rhox_mar_wine_sack		wh_main_emp_marienburg	13	tech_ovn_mar_wine_sack	mar_dummy	6	500	0	0			0	0	-200
tech_rhox_mar_rijks_gate_1		wh_main_emp_marienburg	5	tech_ovn_mar_rijks_gate_1	mar_dummy	7	500	0	0			0	0	-200
tech_rhox_mar_rijks_gate_2		wh_main_emp_marienburg	6	tech_ovn_mar_rijks_gate_2	mar_dummy	7	500	0	0			0	0	-200
tech_rhox_mar_rijks_gate_3		wh_main_emp_marienburg	7	tech_ovn_mar_rijks_gate_3	mar_dummy	7	500	0	0			0	0	-200
tech_rhox_mar_north_miragliano		wh_main_emp_marienburg	11	tech_ovn_mar_north_miragliano	mar_dummy	7	500	0	0			0	0	-200
tech_rhox_mar_porters_wall_2		wh_main_emp_marienburg	12	tech_ovn_mar_porters_wall_2	mar_dummy	7	500	0	0			0	0	-200
tech_rhox_mar_deedesveld		wh_main_emp_marienburg	13	tech_ovn_mar_deedesveld	mar_dummy	7	500	0	0			0	0	-200
tech_rhox_mar_heiligdom		wh_main_emp_marienburg	14	tech_ovn_mar_heiligdom	mar_dummy	7	500	0	0			0	0	-200
