key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
wh2_dlc13_tech_mar_machine_1_a			1	wh2_dlc13_tech_emp_machine_1_a	emp_marienburg_tech	5	700	0	0	emp_machines		0	42	0
wh2_dlc13_tech_mar_machine_1_b			1	wh2_dlc13_tech_emp_machine_1_b	emp_marienburg_tech	4	700	0	0	emp_machines		0	42	0
wh2_dlc13_tech_mar_machine_1_c			0	wh2_dlc13_tech_emp_machine_1_c	emp_marienburg_tech	5	700	0	0	emp_machines		0	42	0
wh2_dlc13_tech_mar_missile_1			0	wh2_dlc13_tech_emp_missile_1	emp_marienburg_tech	6	500	0	0	emp_missiles		0	63	0
wh2_dlc13_tech_mar_missile_1_a			0	wh2_dlc13_tech_emp_missile_1_a	emp_marienburg_tech	7	700	0	0	emp_missiles		0	63	0
wh2_dlc13_tech_mar_missile_1_b			1	wh2_dlc13_tech_emp_missile_1_b	emp_marienburg_tech	7	700	0	0	emp_missiles		0	63	0
wh2_dlc13_tech_mar_missile_1_c			1	wh2_dlc13_tech_emp_missile_1_c	emp_marienburg_tech	6	700	0	0	emp_missiles		0	63	0
wh2_dlc13_tech_mar_purge_1			8	wh2_dlc13_tech_emp_purge_1	emp_marienburg_tech	0	100	7000	0	emp_dip		0	0	0
wh2_dlc13_tech_mar_purge_2			8	wh2_dlc13_tech_emp_purge_2	emp_marienburg_tech	1	100	7000	0	emp_dip		0	7	0
wh2_dlc13_tech_mar_purge_3			8	wh2_dlc13_tech_emp_purge_3	emp_marienburg_tech	2	100	7000	0	emp_dip		0	14	0
wh2_dlc13_tech_mar_purge_4			8	wh2_dlc13_tech_emp_purge_4	emp_marienburg_tech	3	100	7000	0	emp_dip		0	21	0
mixu_emp_marienburg_tech_unique_1		wh_main_emp_marienburg	7	emp_marienburg_tech_unique_1	emp_civ_reworkd	4	700	0	0	mar_unique		0	42	0
mixu_emp_marienburg_tech_unique_2		wh_main_emp_marienburg	8	emp_marienburg_tech_unique_2	emp_civ_reworkd	4	700	0	0	mar_unique		0	42	0
wh2_dlc13_tech_mar_infantry_1			0	wh2_dlc13_tech_emp_infantry_1	emp_marienburg_tech	0	500	0	0	emp_mil		0	0	0
emp_marienburg_tech			7	wh_main_tech_dwf_civ_0_2	mar_dummy	4	700	0	0			0	0	0
