key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
tech_ovn_mar_little_moot			13	tech_ovn_mar_little_moot	mar_dummy	5	500	0	0			0	0	0
tech_ovn_mar_east_wall_1			4	tech_ovn_mar_east_wall_1	mar_dummy	6	500	0	0			0	0	0
tech_ovn_mar_east_wall_2			5	tech_ovn_mar_east_wall_2	mar_dummy	6	500	0	0			0	0	0
tech_ovn_mar_indic_district			6	tech_ovn_mar_indic_district	mar_dummy	6	500	0	0			0	0	0
tech_ovn_mar_luigis_town			7	tech_ovn_mar_luigis_town	mar_dummy	6	500	0	0			0	0	0
tech_ovn_mar_kislevan_way			8	tech_ovn_mar_kislevan_way	mar_dummy	6	500	0	0			0	0	0
tech_ovn_mar_remas_way			11	tech_ovn_mar_remas_way	mar_dummy	6	500	0	0			0	0	0
tech_ovn_mar_porters_wall_1			12	tech_ovn_mar_porters_wall_1	mar_dummy	6	500	0	0			0	0	0
tech_ovn_mar_wine_sack			13	tech_ovn_mar_wine_sack	mar_dummy	6	500	0	0			0	0	0
tech_ovn_mar_rijks_gate_1			5	tech_ovn_mar_rijks_gate_1	mar_dummy	7	500	0	0			0	0	0
tech_ovn_mar_rijks_gate_2			6	tech_ovn_mar_rijks_gate_2	mar_dummy	7	500	0	0			0	0	0
tech_ovn_mar_rijks_gate_3			7	tech_ovn_mar_rijks_gate_3	mar_dummy	7	500	0	0			0	0	0
tech_ovn_mar_north_miragliano			11	tech_ovn_mar_north_miragliano	mar_dummy	7	500	0	0			0	0	0
tech_ovn_mar_porters_wall_2			12	tech_ovn_mar_porters_wall_2	mar_dummy	7	500	0	0			0	0	0
tech_ovn_mar_deedesveld			13	tech_ovn_mar_deedesveld	mar_dummy	7	500	0	0			0	0	0
tech_ovn_mar_heiligdom			14	tech_ovn_mar_heiligdom	mar_dummy	7	500	0	0			0	0	0
