building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
rhox_mar_emp_garrison_2	wh3_main_effect_unfortified_settlement_battle		region_to_region_own	1.0000	1.0000	1.0000
rhox_mar_emp_garrison_2	wh_main_effect_agent_action_success_chance_enemy_building		region_to_character_enemy	-15.0000	-8.0000	0.0000
rhox_mar_emp_allied_outpost_1	wh3_main_effect_allied_recruitment_enabled_local_DUMMY		foreign_building_to_foreign_building_own	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_1	wh3_main_effect_allied_recruitment_level		foreign_building_to_foreign_building_own	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_1	wh3_main_effect_allied_recruitment_outside_allied_territory_cost_percentage_mod_OUTPOSTS		foreign_building_to_foreign_building_own	100.0000	100.0000	0.0000
rhox_mar_emp_allied_outpost_1	wh3_main_effect_unit_cap_bst_hidden	IsRegionBeastmen	foreign_building_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_1	wh3_main_effect_unit_cap_tmb_hidden	IsRegionTombKing	foreign_building_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_1	wh_main_effect_force_all_campaign_replenishment_rate		region_to_force_any	2.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_2	wh3_main_effect_allied_recruitment_enabled_global_DUMMY		foreign_building_to_foreign_building_own	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_2	wh3_main_effect_allied_recruitment_level		foreign_building_to_foreign_building_own	2.0000	2.0000	0.0000
rhox_mar_emp_allied_outpost_2	wh3_main_effect_allied_recruitment_outside_allied_territory_cost_percentage_mod_OUTPOSTS		foreign_building_to_foreign_building_own	100.0000	100.0000	0.0000
rhox_mar_emp_allied_outpost_2	wh3_main_effect_unit_cap_bst_hidden	IsRegionBeastmen	foreign_building_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_2	wh3_main_effect_unit_cap_tmb_hidden	IsRegionTombKing	foreign_building_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_2	wh_main_effect_force_all_campaign_replenishment_rate		region_to_force_any	3.0000	2.0000	0.0000
rhox_mar_emp_allied_outpost_3	wh3_main_effect_allied_recruitment_enabled_global_DUMMY		foreign_building_to_foreign_building_own	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_3	wh3_main_effect_allied_recruitment_level		foreign_building_to_foreign_building_own	3.0000	3.0000	0.0000
rhox_mar_emp_allied_outpost_3	wh3_main_effect_allied_recruitment_outside_allied_territory_cost_percentage_mod_DUMMY		foreign_building_to_foreign_building_own	-50.0000	-50.0000	0.0000
rhox_mar_emp_allied_outpost_3	wh3_main_effect_unit_cap_bst_hidden	IsRegionBeastmen	foreign_building_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_3	wh3_main_effect_unit_cap_tmb_hidden	IsRegionTombKing	foreign_building_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_mar_emp_allied_outpost_3	wh_main_effect_force_all_campaign_replenishment_rate		region_to_force_any	4.0000	2.0000	0.0000
rhox_mar_foreign_corruption_1	wh3_main_effect_force_army_campaign_replenish_in_foreign_territory		foreign_building_to_forces_own_regionwide	1.0000	1.0000	0.0000
rhox_mar_foreign_corruption_1	wh_main_effect_force_all_campaign_replenishment_rate	DEFSlavesGreaterThan100	foreign_building_to_forces_own_regionwide	5.0000	3.0000	0.0000
